timestamp,x,y,z
2025-09-23T16:19:07.699153,-0.2847459,9.815358,-0.059820566
2025-09-23T16:19:07.905943,-0.31585258,9.779466,-0.14356937
2025-09-23T16:19:07.906036,-0.35174492,9.805787,-0.0741775
2025-09-23T16:19:07.906062,-0.44985065,9.793823,0.0023928226
2025-09-23T16:19:07.906083,-0.45942193,9.772287,-0.06699903
2025-09-23T16:19:07.906103,-0.47138608,9.810573,-0.11006984
2025-09-23T16:19:07.906122,-0.46181476,9.834501,-0.016749758
2025-09-23T16:19:07.906141,-0.37088752,9.762716,-0.11485548
2025-09-23T16:19:07.906159,-0.3684947,9.777073,-0.21774685
2025-09-23T16:19:07.906178,-0.36610186,9.88475,-0.043070808
2025-09-23T16:19:07.906196,-0.45942193,9.84168,-0.016749758
2025-09-23T16:19:07.906215,-0.46660042,9.736395,-0.076570325
2025-09-23T16:19:07.906234,-0.37328035,9.731609,-0.1268196
2025-09-23T16:19:07.906252,-0.33020952,9.815358,-0.09571291
2025-09-23T16:19:07.906270,-0.27756742,9.870394,-0.05742774
2025-09-23T16:19:07.906289,-0.30388847,9.834501,-0.047856454
2025-09-23T16:19:07.906308,-0.3278167,9.779466,0.043070808
2025-09-23T16:19:07.906326,-0.36610186,9.786645,0.021535404
2025-09-23T16:19:07.906344,-0.3924229,9.779466,0.014356935
2025-09-23T16:19:07.906362,-0.27756742,9.772287,0.014356935
2025-09-23T16:19:07.906380,-0.19142582,9.738789,0.014356935
2025-09-23T16:19:08.102029,-0.13878371,9.798609,0.011964113
2025-09-23T16:19:08.291961,-0.124426775,9.853643,0.0071784677
2025-09-23T16:19:08.292033,-0.06460621,9.846465,0.0526421
2025-09-23T16:19:08.292076,-0.05742774,9.77468,0.08135597
2025-09-23T16:19:08.292096,-0.08853444,9.707682,0.043070808
2025-09-23T16:19:08.292116,-0.124426775,9.750752,0.05742774
2025-09-23T16:19:08.292134,-0.11006984,9.822537,0.11964113
2025-09-23T16:19:08.292151,-0.11006984,9.822537,0.10049855
2025-09-23T16:19:08.292168,-0.09571291,9.743574,-0.12203395
2025-09-23T16:19:08.292186,-0.1363909,9.700503,-0.11964113
2025-09-23T16:19:08.292205,-0.124426775,9.760324,0.040677983
2025-09-23T16:19:08.292223,-0.15792629,9.805787,-0.011964113
2025-09-23T16:19:08.292240,-0.28235307,9.793823,-0.10289137
2025-09-23T16:19:08.292257,-0.31345975,9.731609,-0.038285162
2025-09-23T16:19:08.292274,-0.37806597,9.767502,0.12921242
2025-09-23T16:19:08.292291,-0.42592242,9.781859,0.083748795
2025-09-23T16:19:08.292311,-0.44745782,9.789038,-0.11485548
2025-09-23T16:19:08.313191,-0.44506502,9.856036,-0.09571291
2025-09-23T16:19:08.313275,-0.5240282,9.851251,0.0741775
2025-09-23T16:19:08.313300,-0.5623133,9.8321085,0.016749758
2025-09-23T16:19:08.313321,-0.46660042,9.738789,-0.07178468
2025-09-23T16:19:08.313341,-0.38524446,9.762716,0.040677983
2025-09-23T16:19:08.487266,-0.44506502,9.793823,0.06460621
2025-09-23T16:19:08.521578,-0.42831525,9.793823,0.016749758
2025-09-23T16:19:08.521680,-0.35653058,9.789038,0.019142581
2025-09-23T16:19:08.521704,-0.29192436,9.822537,0.06699903
2025-09-23T16:19:08.521725,-0.25124636,9.8321085,-0.09332009
2025-09-23T16:19:08.521745,-0.2440679,9.77468,-0.11246266
2025-09-23T16:19:08.521764,-0.19860429,9.743574,0.038285162
2025-09-23T16:19:08.521782,-0.21774685,9.769895,0.13399807
2025-09-23T16:19:08.521800,-0.21296121,9.762716,0.09092726
2025-09-23T16:19:08.521819,-0.11964113,9.71486,-0.043070808
2025-09-23T16:19:08.682878,-0.038285162,9.745967,-0.033499517
2025-09-23T16:19:08.792935,-0.043070808,9.769895,-0.023928227
2025-09-23T16:19:08.793022,-0.06699903,9.79143,-0.009571291
2025-09-23T16:19:08.793044,-0.07178468,9.798609,0.059820566
2025-09-23T16:19:08.793064,-0.124426775,9.812965,0.05742774
2025-09-23T16:19:08.793083,-0.19860429,9.789038,-0.021535404
2025-09-23T16:19:08.793100,-0.26799613,9.829716,-0.05742774
2025-09-23T16:19:08.793117,-0.36131623,9.848858,-0.014356935
2025-09-23T16:19:08.793134,-0.40677986,9.834501,-0.0023928226
2025-09-23T16:19:08.793151,-0.45942193,9.810573,-0.02871387
2025-09-23T16:19:08.793171,-0.57906306,9.779466,-0.0071784677
2025-09-23T16:19:08.889469,-0.6412765,9.772287,0.047856454
2025-09-23T16:19:08.920112,-0.57906306,9.793823,-0.043070808
2025-09-23T16:19:08.920215,-0.53599226,9.82493,-0.031106694
2025-09-23T16:19:08.920283,-0.4977071,9.858429,0.038285162
2025-09-23T16:19:08.920351,-0.43788654,9.846465,-0.009571291
2025-09-23T16:19:08.920402,-0.3182454,9.80818,-0.10767702
2025-09-23T16:19:08.920453,-0.12203395,9.798609,-0.10289137
2025-09-23T16:19:08.920502,-0.0047856453,9.805787,-0.043070808
2025-09-23T16:19:08.920552,0.050249275,9.784252,-0.13878371
2025-09-23T16:19:08.920617,0.10289137,9.712467,-0.25842485
2025-09-23T16:19:08.920664,0.12203395,9.726824,-0.2440679
2025-09-23T16:19:09.093843,0.09571291,9.805787,-0.10049855
2025-09-23T16:19:09.202896,0.0023928226,9.851251,-0.06699903
2025-09-23T16:19:09.202996,-0.09571291,9.860822,-0.09810573
2025-09-23T16:19:09.203054,-0.29192436,9.856036,0.0
2025-09-23T16:19:09.203106,-0.33738798,9.80818,-0.13878371
2025-09-23T16:19:09.203159,-0.37088752,9.810573,-0.35413775
2025-09-23T16:19:09.203210,-0.30149564,9.786645,-0.31106696
2025-09-23T16:19:09.203259,-0.20578274,9.729217,-0.29671
2025-09-23T16:19:09.203308,-0.040677983,9.657433,-0.4953143
2025-09-23T16:19:09.203358,0.0023928226,9.628718,-0.3804588
2025-09-23T16:19:09.279804,-0.2321038,9.755538,-0.1698904
2025-09-23T16:19:09.355917,-1.0552348,9.973285,0.5024927
2025-09-23T16:19:09.356033,-1.6510476,10.114461,0.86859465
2025-09-23T16:19:09.356099,-1.1676974,9.817751,0.30388847
2025-09-23T16:19:09.356154,-0.5766702,9.552148,-0.13160525
2025-09-23T16:19:09.356204,-0.25124636,9.413364,-0.21774685
2025-09-23T16:19:09.356253,-0.22971097,9.695718,-0.2847459
2025-09-23T16:19:09.356301,-0.17706887,9.889536,-0.46181476
2025-09-23T16:19:09.356350,-0.02632105,9.8727865,-0.47856453
2025-09-23T16:19:09.356399,0.011964113,9.80818,-0.30388847
2025-09-23T16:19:09.356449,-0.069391854,9.829716,-0.10289137
2025-09-23T16:19:09.484091,-0.16271193,9.868001,-0.050249275
2025-09-23T16:19:09.660505,-0.21296121,9.891929,-0.11485548
2025-09-23T16:19:09.660611,-0.19142582,9.887143,-0.19381863
2025-09-23T16:19:09.660666,-0.26081768,9.858429,-0.18903299
2025-09-23T16:19:09.660832,-0.36370903,9.784252,-0.21774685
2025-09-23T16:19:09.660930,-0.46660042,9.762716,-0.2416751
2025-09-23T16:19:09.660956,-0.59581286,9.762716,-0.31106696
2025-09-23T16:19:09.660977,-0.74895346,9.803394,-0.28713873
2025-09-23T16:19:09.660995,-0.87338024,9.772287,-0.12921242
2025-09-23T16:19:09.661013,-0.85184485,9.729217,0.02871387
2025-09-23T16:19:09.661030,-0.71306115,9.71486,0.047856454
2025-09-23T16:19:09.661048,-0.57427746,9.757931,-0.09571291
2025-09-23T16:19:09.661065,-0.4833502,9.74836,-0.24885355
2025-09-23T16:19:09.661084,-0.32063824,9.724431,-0.21774685
2025-09-23T16:19:09.661102,-0.17467605,9.74836,-0.14356937
2025-09-23T16:19:09.661120,-0.15553348,9.793823,-0.18903299
2025-09-23T16:19:09.661139,-0.16510476,9.805787,-0.28235307
2025-09-23T16:19:09.674621,-0.22971097,9.858429,-0.31345975
2025-09-23T16:19:09.674685,-0.31345975,9.769895,-0.2727818
2025-09-23T16:19:09.674709,-0.33738798,9.734002,-0.26081768
2025-09-23T16:19:09.819804,-0.33738798,9.767502,-0.39481574
2025-09-23T16:19:09.819888,-0.44027936,9.817751,-0.4977071
2025-09-23T16:19:09.819918,-0.5168497,9.812965,-0.3804588
2025-09-23T16:19:09.819938,-0.49292147,9.755538,-0.25603202
2025-09-23T16:19:09.819959,-0.4953143,9.7196455,-0.30388847
2025-09-23T16:19:09.819994,-0.4977071,9.729217,-0.3062813
2025-09-23T16:19:09.820013,-0.39720857,9.743574,-0.2321038
2025-09-23T16:19:09.820047,-0.32542387,9.753145,-0.24646074
2025-09-23T16:19:09.935943,-0.27517462,9.796216,-0.3684947
2025-09-23T16:19:09.935996,-0.28713873,9.762716,-0.4331009
2025-09-23T16:19:09.936030,-0.27038896,9.736395,-0.45224348
2025-09-23T16:19:09.936050,-0.31585258,9.712467,-0.45702913
2025-09-23T16:19:09.936068,-0.38285163,9.786645,-0.4354937
2025-09-23T16:19:09.936087,-0.44027936,9.8727865,-0.40917268
2025-09-23T16:19:09.936121,-0.4426722,9.889536,-0.37328035
2025-09-23T16:19:09.951893,-0.4235296,9.812965,-0.3589234
2025-09-23T16:19:10.071701,-0.37567315,9.762716,-0.37088752
2025-09-23T16:19:10.071770,-0.3589234,9.762716,-0.3684947
2025-09-23T16:19:10.071794,-0.40677986,9.757931,-0.41156548
2025-09-23T16:19:10.071820,-0.4426722,9.79143,-0.4354937
2025-09-23T16:19:10.071845,-0.45702913,9.834501,-0.39720857
2025-09-23T16:19:10.071903,-0.5072784,9.870394,-0.33260235
2025-09-23T16:19:10.224975,-0.5096712,9.803394,-0.35413775
2025-09-23T16:19:10.225044,-0.4833502,9.781859,-0.5240282
2025-09-23T16:19:10.225068,-0.51445687,9.80818,-0.57427746
2025-09-23T16:19:10.225098,-0.5838487,9.779466,-0.52163535
2025-09-23T16:19:10.225117,-0.6125626,9.741181,-0.5312066
2025-09-23T16:19:10.225135,-0.6269195,9.695718,-0.6580262
2025-09-23T16:19:10.225153,-0.6628119,9.657433,-0.8039884
2025-09-23T16:19:10.225186,-0.715454,9.683753,-0.8662018
2025-09-23T16:19:10.237808,-0.69152576,9.743574,-0.90448695
2025-09-23T16:19:10.252430,-0.56470615,9.767502,-0.91166544
2025-09-23T16:19:10.310815,-0.4546363,9.796216,-0.8662018
2025-09-23T16:19:10.310896,-0.4211368,9.80818,-0.7537391
2025-09-23T16:19:10.310935,-0.37328035,9.839287,-0.6149554
2025-09-23T16:19:10.336618,-0.27517462,9.769895,-0.55752766
2025-09-23T16:19:10.346052,-0.24646074,9.705289,-0.57188463
2025-09-23T16:19:10.362851,-0.2536392,9.74836,-0.6053841
2025-09-23T16:19:10.400064,-0.34456646,9.834501,-0.6556334
2025-09-23T16:19:10.419407,-0.36131623,9.858429,-0.7537391
2025-09-23T16:19:10.425770,-0.41635114,9.769895,-0.8039884
2025-09-23T16:19:10.439192,-0.45702913,9.753145,-0.8063812
2025-09-23T16:19:10.464524,-0.51445687,9.812965,-0.78723866
2025-09-23T16:19:10.522298,-0.5766702,9.894321,-0.79441714
2025-09-23T16:19:10.522355,-0.66759753,9.8321085,-0.80877405
2025-09-23T16:19:10.522391,-0.6269195,9.777073,-0.83030945
2025-09-23T16:19:10.565714,-0.5455636,9.7196455,-0.80877405
2025-09-23T16:19:10.565784,-0.4833502,9.702896,-0.8279166
2025-09-23T16:19:10.581199,-0.46181476,9.741181,-0.8781659
2025-09-23T16:19:10.589771,-0.55752766,9.810573,-0.91405827
2025-09-23T16:19:10.615632,-0.55513483,9.84168,-0.8566305
2025-09-23T16:19:10.627425,-0.4977071,9.820144,-0.7920243
2025-09-23T16:19:10.652875,-0.552742,9.7196455,-0.8135597
2025-09-23T16:19:10.663775,-0.5455636,9.631111,-0.8997013
2025-09-23T16:19:10.787707,-0.46181476,9.676575,-0.9403793
2025-09-23T16:19:10.787768,-0.3924229,9.755538,-0.8709874
2025-09-23T16:19:10.787806,-0.3684947,9.784252,-0.82313097
2025-09-23T16:19:10.787824,-0.34217364,9.755538,-0.8350951
2025-09-23T16:19:10.787842,-0.41635114,9.686146,-0.8662018
2025-09-23T16:19:10.787874,-0.4953143,9.60479,-0.8925229
2025-09-23T16:19:10.889706,-0.62931234,9.540184,-0.8877372
2025-09-23T16:19:10.889770,-0.6723832,9.549755,-0.930808
2025-09-23T16:19:10.889792,-0.701097,9.52822,-0.94755775
2025-09-23T16:19:10.889811,-0.70588267,9.58804,-0.94277215
2025-09-23T16:19:10.889841,-0.6771688,9.614362,-0.91405827
2025-09-23T16:19:11.138723,-0.6843473,9.571291,-0.8781659
2025-09-23T16:19:11.138819,-0.7752745,9.509077,-0.9379865
2025-09-23T16:19:11.138843,-0.7082755,9.695718,-1.026521
2025-09-23T16:19:11.138862,-0.64606214,9.968499,-0.94755775
2025-09-23T16:19:11.138880,-0.77766734,10.047462,-0.82313097
2025-09-23T16:19:11.138898,-0.782453,9.726824,-0.7609176
